Group Of ShortName,SectionEstimate,v2_61,v2_73,v2_81,v2_9,Code,CodeList
,,,,,,2710,"""Pulmonary atresia - VSD - MAPCA repair, Status post prior complete unifocalization (includes VSD closure + RV to PA connection [with or without conduit])"""
,,,,,,2720,"""Pulmonary atresia - VSD - MAPCA repair, Status post prior incomplete unifocalizarion (includes completion of pulmonary unifocalization + VSD closure + RV to PA connection [with or without conduit])"" OR ""Pulmonary atresia - VSD - MAPCA repair, Status post"
,,,,,,2730,"""Unifocalization MAPCA(s), Bilateral pulmonary unifocalization - Complete unifocalization (all usable MAPCA[s] are incorporated)"""
,,,,,,2740,"""Unifocalization MAPCA(s), Bilateral pulmonary unifocalization - Incomplete unifocalization (not all usable MAPCA[s] are incorporated)"""
,,,,,,2750,"""Unifocalization MAPCA(s), Unilateral pulmonary unifocalization"""
,,,,,,2755,"""Conduit insertion right ventricle to pulmonary artery + Intraventricular tunnel left ventricle to neoaorta + Arch reconstruction (Rastelli and Norwood type arch reconstruction) (Yasui)"""
,,,,,,2760,"""Hybrid Approach, Transcardiac balloon dilation"""
,,,,,,2770,"""Hybrid Approach, Transcardiac transcatheter device placement"""
,,,,,,2780,"""Fontan, TCPC, Intra/extracardiac conduit, Fenestrated"""
,,,,,,2790,"""Fontan, TCPC, Intra/extracardiac conduit, Nonfenestrated"""
,,,,,,2800,"""Muscle flap, Trunk (i.e. intercostal, pectus, or serratus muscle)"""
,,,,,,2810,"""Muscle flap, Trunk (i.e. latissimus dorsi)"""
,,,,,,2820,"""Removal, Sternal wire"""
,,,,,,2830,"""Rib excision, Complete"""
,,,,,,2840,"""Rib excision, Partial"""
,,,,,,2850,"""Sternal fracture - open treatment"""
,,,,,,2860,"""Sternal resection, Radical resection of sternum"""
,,,,,,2870,"""Sternal resection, Radical resection of sternum with mediastinal lymphadenectomy"""
,,,,,,2880,"""Tumor of chest wall - Excision including ribs"""
,,,,,,2890,"""Tumor of chest wall - Excision including ribs, With reconstruction"""
,,,,,,2900,"""Tumor of soft tissue of thorax - Excision of deep subfascial or intramuscular tumor"""
,,,,,,2910,"""Tumor of soft tissue of thorax - Excision of subcutaneous tumor"""
,,,,,,2920,"""Tumor of soft tissue of thorax - Radical resection"""
,,,,,,2930,"""Hyoid myotomy and suspension"""
,,,,,,2940,"""Muscle flap, Neck"""
,,,,,,2950,"""Procedure on neck"""
,,,,,,2960,"""Tumor of soft tissue of neck - Excision of deep subfascial or intramuscular tumor"""
,,,,,,2970,"""Tumor of soft tissue of neck - Excision of subcutaneous tumor"""
,,,,,,2980,"""Tumor of soft tissue of neck - Radical resection"""
,,,,,,2990,"""Pectus bar removal"""
,,,,,,3000,"""Pectus bar repositioning"""
,,,,,,3010,"""Pectus repair, Minimally invasive repair (Nuss), With thoracoscopy"""
,,,,,,3020,"""Pectus repair, Minimally invasive repair (Nuss), Without thoracoscopy"""
,,,,,,3030,"""Pectus repair, Open repair"""
,,,,,,3040,"""Division of scalenus anticus, With resection of a cervical rib"""
,,,,,,3050,"""Division of scalenus anticus, Without resection of a cervical rib"""
,,,,,,3060,"""Rib excision, Excision of cervical rib"""
,,,,,,3070,"""Rib excision, Excision of cervical rib, With sympathectomy"""
,,,,,,3080,"""Rib excision, Excision of first rib"""
,,,,,,3090,"""Rib excision, Excision of first rib, With sympathectomy"""
,,,,,,3100,"""Procedure on thorax"""
,,,,,,3110,"""Cardiovascular catheterization procedure, Therapeutic, Device implantation attempted"""
,,,,,,3120,"""Cardiovascular catheterization procedure, Therapeutic, Intravascular foreign body removal"""
,,,,,,3130,"""Shunt, Systemic to pulmonary, Central (shunt from aorta), Central shunt with an end-to-side connection between the transected main pulmonary artery and the side of the ascending aorta (i.e. Mee shunt)"""
,,,,,,3140,"""Hepatic vein to azygous vein connection, Direct"""
,,,,,,3150,"""Hepatic vein to azygous vein connection, Interposition graft"""
,,,,,,3160,"""Kawashima operation (superior cavopulmonary connection in setting of interrupted IVC with azygous continuation)"""
,,,,,,3170,"""VAD change out"""
,,,,,,3180,"""Intravascular stent removal"""
,,,,,,3200,"""PA band adjustment"""
,,,,,,3210,"""Removal of transcatheter- delivered device from blood vessel"""
,,,,,,3220,"""Removal of transcatheter- delivered device from heart"""
,,,,,,3230,"""Shunt, Systemic to pulmonary, Potts - Smith type (descending aorta to pulmonary artery)"""
,,,,,,3240,"""Attempted fetal intervention, percutaneous trans-catheter directed at interatrial septum"""
,,,,,,3250,"""Attempted fetal intervention, percutaneous trans-catheter directed at aortic valve"""
,,,,,,3260,"""Attempted fetal intervention, percutaneous trans-catheter directed at pulmonic valve"""
,,,,,,3270,"""Attempted fetal intervention “open” (maternal laparotomy with hysterotomy), directed at interatrial septum"""
,,,,,,3280,"""Attempted fetal intervention “open” (maternal laparotomy with hysterotomy), directed at aortic valve"""
,,,,,,3290,"""Attempted fetal intervention “open” (maternal laparotomy with hysterotomy), directed at pulmonic valve"""
,,,,,,3300,"""Takedown of superior cavopulmonary anastomosis"""
,,,,,,3310,"""Fontan, TCPC, External conduit, hepatic veins to pulmonary artery, Fenestrated"""
,,,,,,3320,"""Fontan, TCPC, External conduit, hepatic veins to pulmonary artery, Nonfenestrated"""
,,,,,,7777,"""Other procedure"""
,,,,,,7800,"""Operation canceled before skin incision"""
,,,,,,7810,"""Operation aborted after skin incision"""
OCarCongProc3,M,,Yes,Yes,Yes,,
,,,,,,1,"""No other congenital procedures"""
,,,,,,10,"""PFO, Primary closure"""
,,,,,,20,"""ASD repair, Primary closure"""
,,,,,,30,"""ASD repair, Patch"""
,,,,,,40,"""ASD repair, Device"""
,,,,,,50,"""ASD, Common atrium (single atrium), Septation"""
,,,,,,60,"""ASD creation/enlargement"""
,,,,,,70,"""ASD partial closure"""
,,,,,,80,"""Atrial septal fenestration"""
,,,,,,85,"""Atrial fenestration closure"""
,,,,,,100,"""VSD repair, Primary closure"""
,,,,,,110,"""VSD repair, Patch"""
,,,,,,120,"""VSD repair, Device"""
,,,,,,130,"""VSD, Multiple, Repair"""
,,,,,,140,"""VSD creation/enlargement"""
,,,,,,150,"""Ventricular septal fenestration"""
,,,,,,170,"""AVC (AVSD) repair, Complete (CAVSD)"""
,,,,,,180,"""AVC (AVSD) repair, Intermediate (Transitional)"""
,,,,,,190,"""AVC (AVSD) repair, Partial (Incomplete) (PAVSD)"""
,,,,,,210,"""AP window repair"""
,,,,,,220,"""Pulmonary artery origin from ascending aorta (hemitruncus) repair"""
,,,,,,230,"""Truncus arteriosus repair"""
,,,,,,240,"""Valvuloplasty, Truncal valve"""
,,,,,,250,"""Valve replacement, Truncal valve"""
,,,,,,260,"""PAPVC repair"""
,,,,,,270,"""PAPVC, Scimitar, Repair"""
,,,,,,280,"""TAPVC repair"""
,,,,,,290,"""Cor triatriatum repair"""
,,,,,,300,"""Pulmonary venous stenosis repair"" OR ""Pulmonary venous stenosis"""
,,,,,,310,"""Atrial baffle procedure (non-Mustard, non-Senning)"""
,,,,,,330,"""Anomalous systemic venous connection repair"""
,,,,,,340,"""Systemic venous stenosis repair"""
,,,,,,350,"""TOF repair, No ventriculotomy"""
,,,,,,360,"""TOF repair, Ventriculotomy, Nontransanular patch"""
,,,,,,370,"""TOF repair, Ventriculotomy, Transanular patch"""
,,,,,,380,"""TOF repair, RV-PA conduit"""
,,,,,,390,"""TOF - AVC (AVSD) repair"""
,,,,,,400,"""TOF - Absent pulmonary valve repair"""
,,,,,,420,"""Pulmonary atresia - VSD (including TOF, PA) repair"""
,,,,,,430,"""Pulmonary atresia - VSD - MAPCA (pseudotruncus) repair"""
,,,,,,440,"""Unifocalization MAPCA(s)"""
,,,,,,450,"""Occlusion MAPCA(s)"" OR ""Occlusion of MAPCA(s)"""
,,,,,,460,"""Valvuloplasty, Tricuspid"""
,,,,,,465,"""Ebstein's repair"""
,,,,,,470,"""Valve replacement, Tricuspid (TVR)"""
,,,,,,480,"""Valve closure, Tricuspid (exclusion, univentricular approach)"""
,,,,,,490,"""Valve excision, Tricuspid (without replacement)"""
,,,,,,500,"""Valve surgery, Other, Tricuspid"""
,,,,,,510,"""RVOT procedure"""
,,,,,,520,"""1 1/2 ventricular repair"""
,,,,,,530,"""PA, reconstruction (plasty), Main (trunk)"""
,,,,,,540,"""PA, reconstruction (plasty), Branch, Central (within the hilar bifurcation)"""
,,,,,,550,"""PA, reconstruction (plasty), Branch, Peripheral (at or beyond the hilar bifurcation)"""
,,,,,,570,"""DCRV repair"""
,,,,,,580,"""Conduit reoperation"""
,,,,,,590,"""Valvuloplasty, Pulmonic"""
,,,,,,600,"""Valve replacement, Pulmonic (PVR)"""
,,,,,,610,"""Conduit placement, RV to PA"""
,,,,,,620,"""Conduit placement, LV to PA"""
,,,,,,630,"""Valve excision, Pulmonary (without replacement)"""
,,,,,,640,"""Valve closure, Semilunar"""
,,,,,,650,"""Valve surgery, Other, Pulmonic"""
,,,,,,660,"""Valvuloplasty, Aortic"""
,,,,,,670,"""Valve replacement, Aortic (AVR)"""
,,,,,,680,"""Valve replacement, Aortic (AVR), Mechanical"""
,,,,,,690,"""Valve replacement, Aortic (AVR), Bioprosthetic"""
,,,,,,700,"""Valve replacement, Aortic (AVR), Homograft"""
,,,,,,715,"""Aortic root replacement, Bioprosthetic"""
,,,,,,720,"""Aortic root replacement, Mechanical"""
,,,,,,730,"""Aortic root replacement, Homograft"""
,,,,,,735,"""Aortic root replacement, Valve sparing"""
,,,,,,740,"""Ross procedure"""
,,,,,,750,"""Konno procedure"""
,,,,,,760,"""Ross-Konno procedure"""
,,,,,,770,"""Other annular enlargement procedure"""
,,,,,,780,"""Aortic stenosis, Subvalvar, Repair"""
,,,,,,790,"""Aortic stenosis, Supravalvar Repair"" OR ""Aortic stenosis, Supravalvar, Repair"""
,,,,,,800,"""Valve surgery, Other, Aortic"""
,,,,,,810,"""Sinus of Valsalva, Aneurysm repair"""
,,,,,,820,"""LV to aorta tunnel repair"""
,,,,,,830,"""Valvuloplasty, Mitral"""
,,,,,,840,"""Mitral stenosis, Supravalvar mitral ring repair"""
,,,,,,850,"""Valve replacement, Mitral (MVR)"""
,,,,,,860,"""Valve surgery, Other, Mitral"""
,,,,,,870,"""Norwood procedure"""
,,,,,,880,"""HLHS biventricular repair"""
,,,,,,890,"""Transplant, Heart"""
,,,,,,900,"""Transplant, Heart and lung"""
,,,,,,910,"""Partial left ventriculectomy (LV volume reduction surgery) (Batista)"""
,,,,,,920,"""Pericardial drainage procedure"""
,,,,,,930,"""Pericardiectomy"""
,,,,,,940,"""Pericardial procedure, Other"""
,,,,,,950,"""Fontan, Atrio-pulmonary connection"""
,,,,,,960,"""Fontan, Atrio-ventricular connection"""
,,,,,,970,"""Fontan, TCPC, Lateral tunnel, Fenestrated"""
,,,,,,980,"""Fontan, TCPC, Lateral tunnel, Nonfenestrated"""
,,,,,,1000,"""Fontan, TCPC, External conduit, Fenestrated"""
,,,,,,1010,"""Fontan, TCPC, External conduit, Nonfenestrated"""
,,,,,,1025,"""Fontan revision or conversion (Re-do Fontan)"""
,,,,,,1030,"""Fontan, Other"""
,,,,,,1035,"""Ventricular septation"""
,,,,,,1050,"""Congenitally corrected TGA repair, Atrial switch and ASO (double switch)"""
,,,,,,1060,"""Congenitally corrected TGA repair, Atrial switch and Rastelli"""
,,,,,,1070,"""Congenitally corrected TGA repair, VSD closure"""
,,,,,,1080,"""Congenitally corrected TGA repair, VSD closure and LV to PA conduit"""
,,,,,,1090,"""Congenitally corrected TGA repair, Other"""
,,,,,,1110,"""Arterial switch operation (ASO)"""
,,,,,,1120,"""Arterial switch operation (ASO) and VSD repair"""
,,,,,,1123,"""Arterial switch procedure + Aortic arch repair"""
,,,,,,1125,"""Arterial switch procedure and VSD repair + Aortic arch repair"""
,,,,,,1130,"""Senning"""
,,,,,,1140,"""Mustard"""
,,,,,,1145,"""Atrial baffle procedure, Mustard or Senning revision"""
,,,,,,1150,"""Rastelli"""
,,,,,,1160,"""REV"""
,,,,,,1180,"""DORV, Intraventricular tunnel repair"""
,,,,,,1200,"""DOLV repair"""
,,,,,,1210,"""Coarctation repair, End to end"""
,,,,,,1220,"""Coarctation repair, End to end, Extended"""
,,,,,,1230,"""Coarctation repair, Subclavian flap"""
,,,,,,1240,"""Coarctation repair, Patch aortoplasty"""
,,,,,,1250,"""Coarctation repair, Interposition graft"""
,,,,,,1260,"""Coarctation repair, Other"""
,,,,,,1275,"""Coarctation repair + VSD repair"""
,,,,,,1280,"""Aortic arch repair"""
,,,,,,1285,"""Aortic arch repair + VSD repair"""
,,,,,,1290,"""Coronary artery fistula ligation"""
,,,,,,1291,"""Anomalous origin of coronary artery from pulmonary artery repair"""
,,,,,,1300,"""Coronary artery bypass"""
,,,,,,1305,"""Anomalous aortic origin of coronary artery from aorta (AAOCA) repair"""
,,,,,,1310,"""Coronary artery procedure, Other"""
,,,,,,1320,"""Interrupted aortic arch repair"""
,,,,,,1330,"""PDA closure, Surgical"""
,,,,,,1340,"""PDA closure, Device"""
,,,,,,1360,"""Vascular ring repair"""
,,,,,,1365,"""Aortopexy"""
,,,,,,1370,"""Pulmonary artery sling repair"""
,,,,,,1380,"""Aortic aneurysm repair"""
,,,,,,1390,"""Aortic dissection repair"""
,,,,,,1400,"""Lung biopsy"""
,,,,,,1410,"""Transplant, lung(s)"""
,,,,,,1420,"""Lung procedure, Other"""
,,,,,,1430,"""Pectus repair"""
,,,,,,1440,"""Tracheal procedure"""
,,,,,,1450,"""Pacemaker implantation, Permanent"""
,,,,,,1460,"""Pacemaker procedure"""
,,,,,,1470,"""ICD (AICD) implantation"""
,,,,,,1480,"""ICD (AICD) ([automatic] implantable cardioverter defibrillator) procedure"""
,,,,,,1490,"""Arrhythmia surgery - atrial, Surgical Ablation"""
,,,,,,1500,"""Arrhythmia surgery - ventricular, Surgical Ablation"""
,,,,,,1540,"""Cardiovascular catheterization procedure, Therapeutic, Balloon dilation"""
,,,,,,1550,"""Cardiovascular catheterization procedure, Therapeutic, Stent insertion"""
,,,,,,1560,"""Cardiovascular catheterization procedure, Therapeutic, Device implantation"""
,,,,,,1580,"""Cardiovascular catheterization procedure, Therapeutic, Coil implantation"""
,,,,,,1590,"""Shunt, Systemic to pulmonary, Modified Blalock-Taussig Shunt (MBTS)"""
,,,,,,1600,"""Shunt, Systemic to pulmonary, Central (shunt from aorta)"""
,,,,,,1610,"""Shunt, Systemic to pulmonary, Other"""
,,,,,,1630,"""Shunt, Ligation and takedown"""
,,,,,,1640,"""PA banding (PAB)"""
,,,,,,1650,"""PA debanding"""
,,,,,,1660,"""Damus-Kaye-Stansel procedure (DKS) (creation of AP anastomosis without arch reconstruction)"""
,,,,,,1670,"""Bidirectional cavopulmonary anastomosis (BDCPA) (bidirectional Glenn)"""
,,,,,,1680,"""Glenn (unidirectional cavopulmonary anastomosis) (unidirectional Glenn)"""
,,,,,,1690,"""Bilateral bidirectional cavopulmonary anastomosis (BBDCPA) (bilateral bidirectional Glenn)"""
,,,,,,1700,"""HemiFontan"""
,,,,,,1710,"""Palliation, Other"""
,,,,,,1720,"""Aneurysm, Ventricular, Right, Repair"""
,,,,,,1730,"""Aneurysm, Ventricular, Left, Repair"""
,,,,,,1740,"""Aneurysm, Pulmonary artery, Repair"""
,,,,,,1760,"""Cardiac tumor resection"""
,,,,,,1772,"""Conduit placement, Other"""
,,,,,,1774,"""Conduit placement, Ventricle to aorta"""
,,,,,,1780,"""Pulmonary AV fistula repair/occlusion"""
,,,,,,1790,"""Ligation, Pulmonary artery"""
,,,,,,1802,"""Pulmonary embolectomy, Acute pulmonary embolus"""
,,,,,,1804,"""Pulmonary embolectomy, Chronic pulmonary embolus"""
,,,,,,1810,"""Pleural drainage procedure"""
,,,,,,1820,"""Pleural procedure, Other"""
,,,,,,1830,"""Ligation, Thoracic duct"""
,,,,,,1840,"""Decortication"""
,,,,,,1850,"""Esophageal procedure"""
,,,,,,1860,"""Mediastinal procedure"""
,,,,,,1870,"""Bronchoscopy"""
,,,,,,1880,"""Diaphragm plication"""
,,,,,,1890,"""Diaphragm procedure, Other"""
,,,,,,1900,"""Intraaortic balloon pump (IABP) insertion"""
,,,,,,1910,"""ECMO procedure"""
,,,,,,1920,"""Right/left heart assist device procedure"""
,,,,,,1930,"""VATS (video-assisted thoracoscopic surgery)"""
,,,,,,1940,"""Minimally invasive procedure"""
,,,,,,1950,"""Bypass for noncardiac lesion"""
,,,,,,1960,"""Delayed sternal closure"""
,,,,,,1970,"""Mediastinal exploration"""
,,,,,,1980,"""Sternotomy wound drainage"""
,,,,,,1990,"""Thoracotomy, Other"""
,,,,,,2000,"""Cardiotomy, Other"""
,,,,,,2010,"""Cardiac procedure, Other"""
,,,,,,2020,"""Thoracic and/or mediastinal procedure, Other"""
,,,,,,2030,"""Peripheral vascular procedure, Other"""
,,,,,,2040,"""Miscellaneous procedure, Other"""
,,,,,,2050,"""Organ procurement"""
,,,,,,2095,"""Shunt, Reoperation"""
,,,,,,2100,"""Aortic stenosis, Subvalvar, Repair, With myectomy for IHSS"""
,,,,,,2110,"""ASD repair, Patch + PAPVC repair"""
,,,,,,2120,"""PAPVC repair, Baffle redirection to left atrium with systemic vein translocation (Warden) (SVC sewn to right atrial appendage)"""
,,,,,,2130,"""Superior Cavopulmonary anastomosis(es) + PA reconstruction"""
,,,,,,2140,"""Hybrid approach `Stage 2`, Aortopulmonary amalgamation + Superior Cavopulmonary anastomosis(es) + PA Debanding + Aortic arch repair (Norwood [Stage 1] + Superior Cavopulmonary anastomosis(es) + PA Debanding)"""
,,,,,,2150,"""Hybrid approach `Stage 2`, Aortopulmonary amalgamation + Superior Cavopulmonary anastomosis(es) + PA Debanding + Without aortic arch repair"""
,,,,,,2160,"""Hybrid Approach `Stage 1`, Application of RPA & LPA bands"""
,,,,,,2170,"""Hybrid Approach `Stage 1`, Stent placement in arterial duct (PDA)"""
,,,,,,2180,"""Hybrid Approach `Stage 1`, Stent placement in arterial duct (PDA) + application of RPA & LPA bands"""
,,,,,,2190,"""Aortic root translocation over left ventricle (Including Nikaidoh procedure)"""
,,,,,,2200,"""TAPVC repair + Shunt - systemic-to-pulmonary"""
,,,,,,2210,"""TGA, Other procedures (Kawashima, LV-PA conduit, other)"""
,,,,,,2220,"""Truncus + Interrupted aortic arch repair (IAA) repair"""
,,,,,,2230,"""Valve replacement, Common atrioventricular valve"""
,,,,,,2240,"""Valvuloplasty converted to valve replacement in the same operation, Aortic"""
,,,,,,2250,"""Valvuloplasty converted to valve replacement in the same operation, Common atrioventricular valve"""
,,,,,,2260,"""Valvuloplasty converted to valve replacement in the same operation, Mitral"""
,,,,,,2270,"""Valvuloplasty converted to valve replacement in the same operation, Pulmonic"""
,,,,,,2280,"""Valvuloplasty converted to valve replacement in the same operation, Tricuspid"""
,,,,,,2290,"""Valvuloplasty converted to valve replacement in the same operation, Truncal valve"""
,,,,,,2300,"""Valvuloplasty, Common atrioventricular valve"""
,,,,,,2310,"""Valvuloplasty converted to valve replacement in the same operation, Aortic – with Ross procedure"""
,,,,,,2320,"""Valvuloplasty converted to valve replacement in the same operation, Aortic – with Ross-Konno procedure"""
,,,,,,2330,"""Superior cavopulmonary anastomosis(es) (Glenn or HemiFontan) + Atrioventricular valvuloplasty"""
,,,,,,2340,"""Fontan + Atrioventricular valvuloplasty"""
,,,,,,2350,"""Explantation of pacing system"""
,,,,,,2360,"""ECMO cannulation"""
,,,,,,2370,"""ECMO decannulation"""
,,,,,,2380,"""VAD implantation"""
,,,,,,2390,"""VAD explantation"""
,,,,,,2410,"""Cardiovascular catheterization procedure, Therapeutic"""
,,,,,,2420,"""Echocardiography procedure, Sedated transesophageal echocardiogram"""
,,,,,,2430,"""Echocardiography procedure, Sedated transthoracic echocardiogram"""
,,,,,,2435,"""Non-cardiovascular, Non-thoracic procedure on cardiac patient with cardiac anesthesia"""
,,,,,,2440,"""Radiology procedure on cardiac patient, Cardiac Computerized Axial Tomography (CT Scan)"""
,,,,,,2450,"""Radiology procedure on cardiac patient, Cardiac Magnetic Resonance Imaging (MRI)"""
,,,,,,2460,"""Radiology procedure on cardiac patient, Diagnostic radiology"""
,,,,,,2470,"""Radiology procedure on cardiac patient, Non-Cardiac Computerized Tomography (CT) on cardiac patient"""
,,,,,,2480,"""Radiology procedure on cardiac patient, Non-cardiac Magnetic Resonance Imaging (MRI) on cardiac patient"""
,,,,,,2490,"""Radiology procedure on cardiac patient, Therapeutic radiology"""
,,,,,,2500,"""Cardiovascular catheterization procedure, Diagnostic"""
,,,,,,2510,"""Cardiovascular catheterization procedure, Diagnostic, Hemodynamic data obtained"""
,,,,,,2520,"""Cardiovascular catheterization procedure, Diagnostic, Angiographic data obtained"""
,,,,,,2530,"""Cardiovascular catheterization procedure, Diagnostic, Transluminal test occlusion"""
,,,,,,2540,"""Cardiovascular catheterization procedure, Diagnostic, Hemodynamic alteration"""
,,,,,,2550,"""Cardiovascular catheterization procedure, Diagnostic, Electrophysiology alteration"""
,,,,,,2580,"""Cardiovascular catheterization procedure, Therapeutic, Septostomy"""
,,,,,,2590,"""Cardiovascular catheterization procedure, Therapeutic, Balloon valvotomy"""
,,,,,,2630,"""Cardiovascular catheterization procedure, Therapeutic, Stent re-dilation"""
,,,,,,2640,"""Cardiovascular catheterization procedure, Therapeutic, Perforation (establishing interchamber and/or intervessel communication)"""
,,,,,,2650,"""Cardiovascular catheterization procedure, Therapeutic, Transcatheter Fontan completion"""
,,,,,,2660,"""Cardiovascular catheterization procedure, Therapeutic, Transcatheter implantation of valve"""
,,,,,,2670,"""Cardiovascular catheterization procedure, Therapeutic, Adjunctive therapy"""
,,,,,,2690,"""Cardiovascular catheterization procedure, Therapeutic, Electrophysiological ablation."""
,,,,,,2700,"""Pulmonary atresia - VSD - MAPCA repair, Complete single stage repair (1-stage that includes bilateral pulmonary unifocalization + VSD closure + RV to PA connection [with or without conduit])"""
,,,,,,2710,"""Pulmonary atresia - VSD - MAPCA repair, Status post prior complete unifocalization (includes VSD closure + RV to PA connection [with or without conduit])"""
,,,,,,2720,"""Pulmonary atresia - VSD - MAPCA repair, Status post prior incomplete unifocalizarion (includes completion of pulmonary unifocalization + VSD closure + RV to PA connection [with or without conduit])"" OR ""Pulmonary atresia - VSD - MAPCA repair, Status post"
,,,,,,2730,"""Unifocalization MAPCA(s), Bilateral pulmonary unifocalization - Complete unifocalization (all usable MAPCA[s] are incorporated)"""
,,,,,,2740,"""Unifocalization MAPCA(s), Bilateral pulmonary unifocalization - Incomplete unifocalization (not all usable MAPCA[s] are incorporated)"""
,,,,,,2750,"""Unifocalization MAPCA(s), Unilateral pulmonary unifocalization"""
,,,,,,2755,"""Conduit insertion right ventricle to pulmonary artery + Intraventricular tunnel left ventricle to neoaorta + Arch reconstruction (Rastelli and Norwood type arch reconstruction) (Yasui)"""
,,,,,,2760,"""Hybrid Approach, Transcardiac balloon dilation"""
,,,,,,2770,"""Hybrid Approach, Transcardiac transcatheter device placement"""
,,,,,,2780,"""Fontan, TCPC, Intra/extracardiac conduit, Fenestrated"""
,,,,,,2790,"""Fontan, TCPC, Intra/extracardiac conduit, Nonfenestrated"""
,,,,,,2800,"""Muscle flap, Trunk (i.e. intercostal, pectus, or serratus muscle)"""
,,,,,,2810,"""Muscle flap, Trunk (i.e. latissimus dorsi)"""
,,,,,,2820,"""Removal, Sternal wire"""
,,,,,,2830,"""Rib excision, Complete"""
,,,,,,2840,"""Rib excision, Partial"""
,,,,,,2850,"""Sternal fracture - open treatment"""
,,,,,,2860,"""Sternal resection, Radical resection of sternum"""
,,,,,,2870,"""Sternal resection, Radical resection of sternum with mediastinal lymphadenectomy"""
,,,,,,2880,"""Tumor of chest wall - Excision including ribs"""
,,,,,,2890,"""Tumor of chest wall - Excision including ribs, With reconstruction"""
,,,,,,2900,"""Tumor of soft tissue of thorax - Excision of deep subfascial or intramuscular tumor"""
,,,,,,2910,"""Tumor of soft tissue of thorax - Excision of subcutaneous tumor"""
,,,,,,2920,"""Tumor of soft tissue of thorax - Radical resection"""
,,,,,,2930,"""Hyoid myotomy and suspension"""
,,,,,,2940,"""Muscle flap, Neck"""
,,,,,,2950,"""Procedure on neck"""
,,,,,,2960,"""Tumor of soft tissue of neck - Excision of deep subfascial or intramuscular tumor"""
,,,,,,2970,"""Tumor of soft tissue of neck - Excision of subcutaneous tumor"""
,,,,,,2980,"""Tumor of soft tissue of neck - Radical resection"""
,,,,,,2990,"""Pectus bar removal"""
,,,,,,3000,"""Pectus bar repositioning"""
,,,,,,3010,"""Pectus repair, Minimally invasive repair (Nuss), With thoracoscopy"""
,,,,,,3020,"""Pectus repair, Minimally invasive repair (Nuss), Without thoracoscopy"""
,,,,,,3030,"""Pectus repair, Open repair"""
,,,,,,3040,"""Division of scalenus anticus, With resection of a cervical rib"""
,,,,,,3050,"""Division of scalenus anticus, Without resection of a cervical rib"""
,,,,,,3060,"""Rib excision, Excision of cervical rib"""
,,,,,,3070,"""Rib excision, Excision of cervical rib, With sympathectomy"""
,,,,,,3080,"""Rib excision, Excision of first rib"""
,,,,,,3090,"""Rib excision, Excision of first rib, With sympathectomy"""
,,,,,,3100,"""Procedure on thorax"""
,,,,,,3110,"""Cardiovascular catheterization procedure, Therapeutic, Device implantation attempted"""
,,,,,,3120,"""Cardiovascular catheterization procedure, Therapeutic, Intravascular foreign body removal"""
,,,,,,3130,"""Shunt, Systemic to pulmonary, Central (shunt from aorta), Central shunt with an end-to-side connection between the transected main pulmonary artery and the side of the ascending aorta (i.e. Mee shunt)"""
,,,,,,3140,"""Hepatic vein to azygous vein connection, Direct"""
,,,,,,3150,"""Hepatic vein to azygous vein connection, Interposition graft"""
,,,,,,3160,"""Kawashima operation (superior cavopulmonary connection in setting of interrupted IVC with azygous continuation)"""
,,,,,,3170,"""VAD change out"""
,,,,,,3180,"""Intravascular stent removal"""
,,,,,,3200,"""PA band adjustment"""
,,,,,,3210,"""Removal of transcatheter- delivered device from blood vessel"""
,,,,,,3220,"""Removal of transcatheter- delivered device from heart"""
,,,,,,3230,"""Shunt, Systemic to pulmonary, Potts - Smith type (descending aorta to pulmonary artery)"""
,,,,,,3240,"""Attempted fetal intervention, percutaneous trans-catheter directed at interatrial septum"""
,,,,,,3250,"""Attempted fetal intervention, percutaneous trans-catheter directed at aortic valve"""
,,,,,,3260,"""Attempted fetal intervention, percutaneous trans-catheter directed at pulmonic valve"""
,,,,,,3270,"""Attempted fetal intervention “open” (maternal laparotomy with hysterotomy), directed at interatrial septum"""
,,,,,,3280,"""Attempted fetal intervention “open” (maternal laparotomy with hysterotomy), directed at aortic valve"""
,,,,,,3290,"""Attempted fetal intervention “open” (maternal laparotomy with hysterotomy), directed at pulmonic valve"""
,,,,,,3300,"""Takedown of superior cavopulmonary anastomosis"""
,,,,,,3310,"""Fontan, TCPC, External conduit, hepatic veins to pulmonary artery, Fenestrated"""
,,,,,,3320,"""Fontan, TCPC, External conduit, hepatic veins to pulmonary artery, Nonfenestrated"""
,,,,,,7777,"""Other procedure"""
,,,,,,7800,"""Operation canceled before skin incision"""
,,,,,,7810,"""Operation aborted after skin incision"""
AFibLes16,M,,,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AoDisAc,M,,Yes,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AoDisTyp,M,,Yes,,,,
,,,,,,1,"""Stanford Type A"""
,,,,,,2,"""Stanford Type B"""
AortProcAsc,M,,,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AortProcCoil,M,,,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AortProcDesDist,M,,,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AortProcDesMid,M,,,Yes,,,
,,,,,,0,"""No"""
